region,demographic-type,demographic,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
21,,,0.20505607001914586,0.17935767436480704,0.16400095488183336,0.13917609046849758,0.1414735239384199,0.136796050254887,0.13479511143062545,0.13868265374995037,0.1413427561837456,0.1267345792893238,0.1296777751516584,0.11854593425922533,0.11009682782903531,0.10299022935915222,0.10483724313511547,0.09276180834909556
22,,,0.16168306491507722,0.1419717218671315,0.12468646533560751,0.10931058622209547,0.10343704186349569,0.09701903807615231,0.0993119435744408,0.09695614614563748,0.09496380874706901,0.09589635032773088,0.08460493194626985,0.0719784526944182,0.07784510761164827,0.0757201342529414,0.06964907085215073,0.05818358887872777
23,,,,0.24193201376936316,,,,,,,,,,0.19271736437948972,0.1853735729625862,0.1684683034078417,0.17392613408269772,0.1641337386018237
24,,,0.16311629520106602,0.1317072336349486,0.11171082203909283,0.09646366857852628,0.09966972625777562,0.09471142612352987,0.0942399356802389,0.09383292842459354,0.09376261075532942,0.09047093257619573,0.0889210132625103,0.08195801954814934,0.08054306543851225,0.07669710624609535,0.07549464056779583,0.06619834964262708
25,,,0.2027933552005079,0.17205988642230252,0.16144933102874337,0.15190693156324445,0.14454493417286776,0.13879333994555468,0.13754891951676027,0.14444608910786408,0.142943342835147,0.13975263211693756,0.14516000795070563,0.13906210784408363,0.13398023034370182,0.13436805602316343,0.13114754098360656,0.1206570416956332
26,,,0.17645597751487024,0.14711525023187264,0.12676409395131977,0.10954811726350518,0.10635652209171882,0.10518952419555183,0.10485398579321231,0.1028903277484814,0.10821431994632416,0.10819184364251788,0.104237726784079,0.09656923442522482,0.0945040688760467,0.09032251229021868,0.08592493864771092,0.07130466400527229
27,,,0.2366717488565073,0.19264636184489511,0.17042077079904694,0.1473233733951772,0.12832187535219206,0.13037281524266747,0.12830420430410194,0.1295452268857057,0.1335965359144167,0.1349477414550217,0.13790590127676686,0.1316031064685011,0.1269932316163818,0.12137047494626828,0.12074054781438555,0.11353126592552047
28,,,0.1880506329113924,,0.13639812541843338,0.11383383774284878,0.10704154002026342,0.11101656739576556,0.10239090290601613,0.10586950044691627,,0.10137989298789074,0.09419629292008508,0.08526260883521246,0.08010972007314672,0.07519637164360601,0.07412256890109539,0.061105342554316947
29,,,0.23392694772792796,0.19935088199962064,0.17160240753663641,0.1514885760443111,0.14756106347719578,0.1526394479585969,0.1498329887068554,0.15480688030579137,0.15641571862394055,0.15874247125387844,0.14737858372161355,0.13134621683589912,0.12885270868083254,0.12078599208573224,0.11572320605998566,0.10257108851829015
30,,,0.2617384384118843,0.22861113523842613,,,,,,,0.16020166683815207,0.1638709677419355,0.16020647583294229,,0.14249447219719924,0.12556840327400287,0.1283548088559835,0.1236758653262263
31,,,0.2767783005812344,,0.2134091319256452,,,0.17525022747952684,0.17051555176821473,0.16845467201703382,0.16350848158874637,0.1630012936610608,0.1677700755510554,0.16569609441726843,0.15115408184108395,0.13944586219467736,0.14923857868020304,0.13628307380681098
32,,,0.14244291409931134,0.12321103597025321,0.11072824402765893,0.0902365491651206,0.0942315342792733,0.10241508813289837,0.09472156443358032,0.09968919968919969,0.10166381823665427,0.09685552888694936,0.10140258710412846,0.09495490137773813,0.09408497257098263,0.09587278041970246,0.09727875059157595,0.09091614154144449
33,,,0.20567705909725453,,,,,,,,,,,,0.1229282992112027,0.11884193322437543,0.1259407017862,0.11709643235605793
34,,,0.17188995760587136,0.15112401731295821,0.1302240610391704,0.11473661519610624,0.11647078416444613,0.11641322048670841,0.11312723766030792,0.11360132281634751,0.11421985273231805,0.11260135135135135,0.10766801645524753,0.10336769185828151,0.10014353972904418,0.09766326595734982,0.09331461472846175,0.08276827117029274
35,,,0.26948583240031004,0.22076363363588627,0.17353168198722896,0.1485857765305369,0.1415617128463476,,0.13777459407831902,0.1355877616747182,0.12952255080125558,0.12745773085456355,,,0.1062492296314557,0.10119344990285872,0.10191192513061952,0.09777654252362424
36,,,0.1899752368585858,0.17285963110178196,0.15954359907539467,0.1518113461549525,0.15450791868435212,0.14748033147448067,0.1424614270799998,0.1442090530266883,0.1428189272890023,0.13523319548463564,0.1341109468265703,0.1272526610094668,0.12419856520506037,0.11957744004216815,0.11545851300598137,0.10297047600708922
37,,,0.2112835680621398,0.17828266388906971,0.15283590342972767,0.1341545753930525,0.1339186583299246,0.13123401534526855,0.12370288687194277,0.12363966571602888,0.12712601740106652,0.1300646447308315,0.1258960235418396,0.12652492157546183,0.12218043063505042,0.11768708864873649,0.11331944685529133,0.09957816023916741
38,,,,,,,,,,,,,,,0.13594066082265677,0.13120856112597418,0.1415108231482845,0.13276661514683152
39,,,0.19099771332290288,0.16920845668490775,0.14903550624945117,0.12506866602330932,0.11591156322582542,0.11292255027813436,0.10858215602176029,0.10819581578402265,0.10615453981851998,0.10629088793335888,0.10162359626572859,0.09863998345227014,0.09474966043745024,0.09252497340921302,0.08894086412339201,0.07916673219987103
40,,,0.22100266983091071,0.19130279169649247,0.17565639269406394,0.15332523007466575,0.1379000897397547,0.13597662168987662,0.1411689328682281,0.13736919727508953,0.13509952146473403,0.1326695278969957,0.12519978689397976,0.11271965765273605,0.10916283245427,0.10909227044700127,0.10777622856583743,0.09859655356191153
41,,,0.28615115771079075,0.22887012709927154,0.19741741741741742,0.16349145869054424,0.15826768944996733,0.15807723687788958,0.1587307009154256,0.16062554300608167,0.16394220986230754,0.16884982957962974,0.15882880018498713,0.1576092971776425,0.15560312198177975,0.15286069952382103,0.14606942317508934,0.13464708526899447
42,,,0.1979131029763941,0.17027575382495183,0.16276746955552995,0.14280647669453955,0.1356486528578103,0.13480693513849554,0.13088795349769494,0.13297150610583447,0.12838085753223608,0.12835679640364367,0.12391015862385435,0.11722006441834028,0.11527918837161048,0.1132037241533022,0.10809366498251069,0.09770972099669693
44,,,,,,,,,,,,0.16899462778204144,,,0.14748589943597745,0.13772571986334797,0.14496724240619416,0.1329318612690978
45,,,0.21891141432538141,0.17842289365687058,0.14894632206759442,0.12493363511889792,0.12008287882019562,0.12237093690248566,0.12184282182091327,0.12209248590529591,0.12492886452810974,0.12820956168410133,0.11941440253231338,0.10748211422965569,0.11123560945601546,0.10878490995568925,0.10194493851983605,0.08825266473549512
46,,,,,,,,,,,,,,,0.135493718445462,0.12940812538667767,0.1452724671608792,0.14721747138534402
47,,,0.22479995703775307,0.1885895015568686,0.1642085731956801,0.13872892347600518,0.14263096115524254,0.14230561555075594,0.11901275883706337,0.12361856256335452,0.1251417303426177,0.12293691929204385,0.11815091470233037,0.11576391403437773,0.11178359443417339,0.1083715395653239,0.10340207584288719,0.09265499101018845
48,,,0.1987768106047676,0.17496174577870666,0.16027444182642903,0.13885289431757833,0.13453808786862695,0.13335553570797823,0.13380601412246554,0.13074999284084726,0.13288795464440709,0.1317778316324241,0.12425860147507524,0.11748451680156978,0.11749119801042503,0.11686083386186868,0.1120234028992139,0.10103646454179749
49,,,0.22985410417234797,0.19278505973784943,0.16184811177202932,0.12923301680058435,0.12343141165280888,0.12823941419929957,0.1305954694618791,0.11428488909426987,0.10983373176824518,0.11053258729665319,0.10864514255288252,0.10853994490358126,0.10766589661530636,0.10904699607527422,0.10732119845360824,0.10590562864773964
50,,,,,,,,,,,,,,,0.128775245506763,0.11097616517382723,0.12815916830973292,0.1215547703180212
51,,,0.2143079074102843,0.17380094342386687,0.15173990794758288,0.12696534234995774,0.12156974264183136,0.12527340775424897,0.11834110172750627,0.11545489375497332,0.11384307411114496,0.11477823358728434,0.11008898426714417,0.10434129368970425,0.1025282106064513,0.09874204391872379,0.09622626483270191,0.08536071665933408
53,,,0.29619994797190485,0.25123492245835727,0.22121630702605838,0.1910085005376235,0.17927183185295928,0.17982735893183655,0.17492393717621907,0.1751356993736952,0.17822793081619734,0.18636436726161762,0.18124396225013004,0.17464832171067285,0.1718350614902339,0.1681056962392073,0.15409357553773345,0.13912293504942613
54,,,,,,,,,,,,,,,0.10407371483996121,0.10184521676818345,0.10286984640258691,0.09694113298216431
55,,,0.2103764631445745,0.1808421273691395,0.15603475680830772,0.13229593081573454,0.12565326062258578,0.11778598186655084,0.11847924621597121,0.11778799812728925,0.12263595864503657,0.12422865477392572,0.11940617323507423,0.1180012676949081,0.11330384484518544,0.10764203228156947,0.10746720484359233,0.09756190403684742
56,,,,,,,,,,,,,,,0.08074214052568288,0.08199471329808865,0.08594249201277955,0.07969906163449217
